#TIME NO2 PM2.5 PM10 63a7_no2 63a7_pm2_5 63a7_pm10 63a7_pm2_5_db 63a7_pm10_db 63a7_pm2_5_db_corr 63a7_pm10_db_corr 856b_no2 856b_pm2_5 856b_pm10 856b_pm2_5_db 856b_pm10_db 856b_pm2_5_db_corr 856b_pm10_db_corr 63a7_temp 63a7_RH 856b_temp 856b_RH 63a7_a2 856b_a2
1504717200000 15.938 3.511 8.091 20.342 2.0 2.422 2.743 3.845 9.592 13.474 NaN NaN NaN NaN NaN NaN NaN 15.0 63.578 NaN NaN 0.07 NaN
1504720800000 15.45 3.79 11.607 22.452 2.372 3.279 3.04 5.151 9.113 15.449 NaN NaN NaN NaN NaN NaN NaN 14.674 65.558 NaN NaN 0.075 NaN
1504724400000 22.023 4.02 11.36 34.407 2.089 2.778 2.869 4.913 6.983 11.886 NaN NaN NaN NaN NaN NaN NaN 13.689 69.467 NaN NaN 0.113 NaN
1504728000000 21.808 4.424 8.531 41.437 2.511 3.422 3.21 5.308 8.29 13.7 NaN NaN NaN NaN NaN NaN NaN 13.0 73.778 NaN NaN 0.137 NaN
1504731600000 24.005 5.095 9.812 50.201 3.667 4.489 3.841 5.723 10.095 15.035 NaN NaN NaN NaN NaN NaN NaN 12.489 74.844 NaN NaN 0.163 NaN
1504735200000 16.435 4.343 8.306 34.764 2.558 3.0 2.952 4.584 7.972 12.357 NaN NaN NaN NaN NaN NaN NaN 12.163 75.419 NaN NaN 0.114 NaN
1504738800000 16.01 3.892 7.316 36.034 2.341 3.0 2.7 4.68 7.991 13.857 NaN NaN NaN NaN NaN NaN NaN 7.886 78.955 NaN NaN 0.12 NaN
1504742400000 13.194 3.742 6.801 31.505 2.103 3.051 2.491 4.756 5.073 10.074 NaN NaN NaN NaN NaN NaN NaN 10.333 81.41 NaN NaN 0.104 NaN
1504746000000 5.548 3.426 5.997 25.277 1.422 2.111 2.228 3.33 4.16 6.225 NaN NaN NaN NaN NaN NaN NaN 9.622 83.0 NaN NaN 0.085 NaN
1504749600000 7.243 4.45 8.472 30.819 2.333 3.022 2.752 4.231 5.139 7.903 NaN NaN NaN NaN NaN NaN NaN 9.0 83.0 NaN NaN 0.102 NaN
1504753200000 13.589 4.344 8.317 51.007 2.283 2.978 2.604 4.287 4.815 7.932 NaN NaN NaN NaN NaN NaN NaN 9.109 82.152 NaN NaN 0.166 NaN
1504756800000 26.573 4.401 8.225 138.637 2.523 3.318 2.872 4.109 5.3 7.581 NaN NaN NaN NaN NaN NaN NaN 9.614 82.0 NaN NaN 0.425 NaN
1504760400000 50.375 7.311 14.685 245.499 3.913 5.0 3.681 5.916 6.772 10.89 NaN NaN NaN NaN NaN NaN NaN 10.0 81.783 NaN NaN 0.708 NaN
1504764000000 56.065 5.814 11.635 265.272 3.378 4.378 3.493 5.348 9.645 14.749 NaN NaN NaN NaN NaN NaN NaN 10.844 79.444 NaN NaN 0.758 NaN
1504767600000 55.625 5.736 11.592 258.922 2.818 3.682 3.112 4.982 8.775 14.071 NaN NaN NaN NaN NaN NaN NaN 12.318 76.364 NaN NaN 0.744 NaN
1504771200000 34.995 4.693 9.344 189.442 2.089 3.178 2.882 4.469 7.511 11.644 NaN NaN NaN NaN NaN NaN NaN 13.111 74.267 NaN NaN 0.566 NaN
1504774800000 41.072 4.526 11.008 134.249 2.4 3.556 3.08 5.258 8.141 13.628 NaN NaN NaN NaN NaN NaN NaN 15.311 67.022 NaN NaN 0.409 NaN
1504778400000 9.646 3.645 9.125 29.037 1.932 2.432 2.754 3.826 8.994 12.509 NaN NaN NaN NaN NaN NaN NaN 16.0 58.659 NaN NaN 0.097 NaN
1504782000000 12.758 3.229 8.257 24.413 2.0 2.756 2.579 4.273 7.952 13.174 NaN NaN NaN NaN NaN NaN NaN 16.0 54.667 NaN NaN 0.083 NaN
1504785600000 14.075 3.118 7.531 26.354 1.829 2.951 2.509 4.427 7.782 13.736 NaN NaN NaN NaN NaN NaN NaN 16.171 55.512 NaN NaN 0.089 NaN
1504789200000 12.272 3.23 7.241 21.726 2.091 2.773 2.699 4.624 8.371 14.347 NaN NaN NaN NaN NaN NaN NaN 16.545 54.068 NaN NaN 0.075 NaN
1504792800000 15.18 3.139 7.138 25.433 2.087 2.783 2.69 4.636 8.504 14.663 NaN NaN NaN NaN NaN NaN NaN 16.13 56.457 NaN NaN 0.085 NaN
1504796400000 24.205 3.611 9.473 40.602 2.308 3.385 2.853 5.49 9.592 18.438 NaN NaN NaN NaN NaN NaN NaN 15.333 61.128 NaN NaN 0.133 NaN
1504800000000 40.33 3.883 13.665 55.553 1.711 3.022 2.617 4.93 8.902 16.762 NaN NaN NaN NaN NaN NaN NaN 15.0 61.822 NaN NaN 0.18 NaN
1504803600000 19.46 3.5 8.895 30.237 2.364 3.136 2.785 5.04 9.401 17.029 NaN NaN NaN NaN NaN NaN NaN 14.682 61.386 NaN NaN 0.102 NaN
1504807200000 36.355 3.636 11.05 41.534 1.8 2.756 2.488 4.72 6.76 12.713 NaN NaN NaN NaN NaN NaN NaN 13.311 66.378 NaN NaN 0.136 NaN
1504810800000 48.542 4.486 14.602 96.158 2.522 3.674 2.902 4.349 7.098 10.616 NaN NaN NaN NaN NaN NaN NaN 12.261 69.913 NaN NaN 0.302 NaN
1504814400000 44.6 5.651 12.77 131.524 3.818 4.75 3.606 5.833 9.202 14.878 NaN NaN NaN NaN NaN NaN NaN 11.659 72.909 NaN NaN 0.404 NaN
1504818000000 42.95 4.962 9.683 124.189 2.689 3.667 3.026 5.07 8.059 13.541 NaN NaN NaN NaN NaN NaN NaN 11.0 75.089 NaN NaN 0.384 NaN
1504821600000 33.252 4.245 8.055 85.612 2.442 3.349 2.833 4.465 7.54 11.886 NaN NaN NaN NaN NaN NaN NaN 11.0 75.07 NaN NaN 0.272 NaN
1504825200000 21.762 4.39 8.458 80.565 2.13 2.587 2.638 3.69 7.16 10.04 NaN NaN NaN NaN NaN NaN NaN 11.413 75.413 NaN NaN 0.253 NaN
1504828800000 9.527 4.594 8.434 41.111 3.244 3.956 3.093 5.539 8.688 15.618 NaN NaN NaN NaN NaN NaN NaN 11.844 75.822 NaN NaN 0.136 NaN
1504832400000 4.888 4.774 9.044 32.443 2.711 3.378 2.99 4.658 8.614 13.409 NaN NaN NaN NaN NaN NaN NaN 11.867 76.822 NaN NaN 0.108 NaN
1504836000000 5.724 4.277 8.013 46.944 2.462 3.513 2.619 5.318 7.512 15.24 NaN NaN NaN NaN NaN NaN NaN 12.0 76.487 NaN NaN 0.154 NaN
1504839600000 17.528 4.377 8.362 95.205 2.457 3.391 2.703 4.781 7.808 13.809 NaN NaN NaN NaN NaN NaN NaN 12.0 77.022 NaN NaN 0.297 NaN
1504843200000 35.313 4.566 8.672 200.668 2.886 4.273 3.031 5.561 8.755 16.06 NaN NaN NaN NaN NaN NaN NaN 12.0 77.023 NaN NaN 0.591 NaN
1504846800000 62.42 6.846 13.805 249.558 4.067 4.956 3.811 5.505 10.968 15.841 NaN NaN NaN NaN NaN NaN NaN 12.0 76.733 NaN NaN 0.719 NaN
1504850400000 57.112 6.076 12.133 261.184 4.2 5.378 4.139 6.721 10.611 17.223 NaN NaN NaN NaN NaN NaN NaN 12.867 73.0 NaN NaN 0.749 NaN
1504854000000 73.115 5.985 11.825 240.115 4.556 5.756 4.39 6.676 10.658 16.225 NaN NaN NaN NaN NaN NaN NaN 14.0 69.333 NaN NaN 0.696 NaN
1504857600000 56.972 6.096 16.293 239.16 4.644 5.556 4.493 6.618 10.736 15.813 NaN NaN NaN NaN NaN NaN NaN 14.289 68.267 NaN NaN 0.694 NaN
1504861200000 58.385 6.158 18.86 216.409 5.511 7.178 4.909 7.921 14.295 22.943 NaN NaN NaN NaN NaN NaN NaN 15.533 64.733 NaN NaN 0.633 NaN
1504864800000 59.828 5.171 13.953 171.958 4.5 5.636 4.357 6.75 14.009 21.669 NaN NaN NaN NaN NaN NaN NaN 16.75 58.273 NaN NaN 0.518 NaN
1504868400000 50.89 5.449 15.705 131.353 4.644 5.822 4.478 7.49 13.637 22.791 NaN NaN NaN NaN NaN NaN NaN 17.889 53.311 NaN NaN 0.403 NaN
1504872000000 56.225 5.467 14.518 139.063 3.822 4.844 4.07 6.517 12.127 19.432 NaN NaN NaN NaN NaN NaN NaN 18.0 51.844 NaN NaN 0.426 NaN
1504875600000 71.415 4.843 15.65 138.85 4.174 4.913 4.365 6.207 13.018 18.514 NaN NaN NaN NaN NaN NaN NaN 18.0 51.783 NaN NaN 0.427 NaN
1504879200000 106.542 5.514 20.073 160.43 3.721 4.628 4.062 6.003 12.026 17.765 NaN NaN NaN NaN NaN NaN NaN 18.0 49.628 NaN NaN 0.487 NaN
1504882800000 97.692 4.718 17.547 135.234 3.044 3.867 3.574 5.376 10.58 15.911 NaN NaN NaN NaN NaN NaN NaN 17.733 50.289 NaN NaN 0.417 NaN
1504886400000 64.778 4.733 16.725 94.712 3.261 4.0 3.333 5.437 10.226 16.71 NaN NaN NaN NaN NaN NaN NaN 16.674 53.457 NaN NaN 0.298 NaN
1504890000000 59.373 4.874 17.545 118.759 3.111 3.844 3.515 5.398 11.026 16.929 NaN NaN NaN NaN NaN NaN NaN 16.0 56.511 NaN NaN 0.366 NaN
1504893600000 60.203 6.372 26.785 151.78 4.178 5.422 4.182 6.71 13.801 22.146 NaN NaN NaN NaN NaN NaN NaN 15.2 59.933 NaN NaN 0.462 NaN
1504897200000 51.032 6.719 35.578 143.487 4.533 5.8 4.122 6.999 14.286 24.263 NaN NaN NaN NaN NaN NaN NaN 14.822 62.933 NaN NaN 0.44 NaN
1504900800000 33.892 5.319 19.775 80.235 4.0 4.933 3.993 6.333 9.76 15.401 NaN NaN NaN NaN NaN NaN NaN 14.0 67.489 NaN NaN 0.255 NaN
1504904400000 47.977 4.603 14.003 62.586 2.778 3.733 3.208 5.171 7.859 12.675 NaN NaN NaN NaN NaN NaN NaN 13.933 69.978 NaN NaN 0.2 NaN
1504908000000 19.945 3.894 7.025 16.574 2.222 3.067 2.886 5.01 7.612 13.238 NaN NaN NaN NaN NaN NaN NaN 12.978 73.178 NaN NaN 0.055 NaN
1504911600000 7.035 3.537 5.698 11.69 2.5 3.568 2.722 4.977 8.077 14.776 NaN NaN NaN NaN NaN NaN NaN 12.045 79.886 NaN NaN 0.04 NaN
1504915200000 4.507 3.284 5.433 11.016 2.022 2.739 2.59 4.037 7.698 11.99 NaN NaN NaN NaN NaN NaN NaN 12.87 79.261 NaN NaN 0.038 NaN
1504918800000 5.601 2.876 4.608 11.132 1.455 2.455 2.176 4.349 4.075 8.123 NaN NaN NaN NaN NaN NaN NaN 12.023 84.136 NaN NaN 0.039 NaN
1504922400000 4.469 2.84 4.571 12.058 1.511 1.978 2.219 3.267 2.885 4.248 NaN NaN NaN NaN NaN NaN NaN 12.0 86.733 NaN NaN 0.04 NaN
1504926000000 2.958 2.71 4.242 14.038 1.889 2.578 2.357 4.132 3.148 5.518 NaN NaN NaN NaN NaN NaN NaN 12.0 88.956 NaN NaN 0.046 NaN
1504929600000 2.938 2.768 4.324 16.413 2.239 3.196 2.489 4.804 3.326 6.42 NaN NaN NaN NaN NaN NaN NaN 12.5 89.087 NaN NaN 0.058 NaN
1504933200000 6.748 2.832 4.355 22.633 2.136 2.75 2.533 4.265 3.388 5.705 NaN NaN NaN NaN NaN NaN NaN 13.0 89.182 NaN NaN 0.077 NaN
1504936800000 7.386 2.655 4.011 27.295 1.667 2.333 2.45 3.875 3.246 5.134 NaN NaN NaN NaN NaN NaN NaN 13.178 88.333 NaN NaN 0.091 NaN
1504940400000 9.024 3.085 4.616 30.91 2.222 3.178 2.731 4.317 3.6 5.692 NaN NaN NaN NaN NaN NaN NaN 14.0 87.867 NaN NaN 0.102 NaN
1504944000000 16.358 3.406 5.137 39.936 2.556 3.667 3.129 5.495 4.564 8.029 NaN NaN NaN NaN NaN NaN NaN 14.622 85.956 NaN NaN 0.132 NaN
1504947600000 33.68 4.2 6.496 81.97 3.844 4.933 3.857 6.573 7.289 12.614 NaN NaN NaN NaN NaN NaN NaN 15.933 82.533 NaN NaN 0.261 NaN
1504951200000 39.523 4.434 6.701 105.225 4.333 5.467 4.344 7.033 11.803 19.137 NaN NaN NaN NaN NaN NaN NaN 17.444 77.489 NaN NaN 0.33 NaN
1504954800000 41.92 3.948 6.646 101.028 3.133 4.222 3.548 5.86 8.845 14.59 NaN NaN NaN NaN NaN NaN NaN 18.533 71.289 NaN NaN 0.317 NaN
1504958400000 52.4 4.345 11.944 85.883 3.222 3.8 3.579 5.515 8.416 12.924 NaN NaN NaN NaN NaN NaN NaN 19.511 66.556 NaN NaN 0.274 NaN
1504962000000 47.93 5.289 15.977 105.301 6.311 7.689 5.765 8.857 18.857 29.403 NaN NaN NaN NaN NaN NaN NaN 19.556 64.8 NaN NaN 0.33 NaN
1504965600000 57.877 5.132 14.21 109.268 4.356 5.578 4.511 7.388 15.802 25.876 NaN NaN NaN NaN NaN NaN NaN 19.067 63.578 NaN NaN 0.341 NaN
1504969200000 60.75 5.656 14.98 147.231 4.622 5.489 4.626 7.208 12.485 19.676 NaN NaN NaN NaN NaN NaN NaN 18.689 68.467 NaN NaN 0.449 NaN
1504972800000 65.942 6.086 10.877 227.573 5.289 6.356 4.82 7.293 11.67 17.497 NaN NaN NaN NaN NaN NaN NaN 17.0 80.289 NaN NaN 0.664 NaN
1504976400000 44.67 6.595 11.5 179.368 6.333 8.178 5.539 9.546 12.221 20.76 NaN NaN NaN NaN NaN NaN NaN 17.0 80.667 NaN NaN 0.537 NaN
1504980000000 37.367 6.862 11.283 116.735 7.067 9.222 6.224 10.338 11.567 19.261 NaN NaN NaN NaN NaN NaN NaN 16.378 83.289 NaN NaN 0.362 NaN
1504983600000 39.565 7.769 12.43 107.746 9.289 11.2 7.342 11.107 9.991 15.084 NaN NaN NaN NaN NaN NaN NaN 16.0 87.844 NaN NaN 0.338 NaN
1504987200000 24.602 7.231 10.957 76.547 9.441 12.294 7.539 12.948 10.118 17.374 NaN NaN NaN NaN NaN NaN NaN 16.0 89.5 NaN NaN 0.246 NaN
1504990800000 29.622 4.911 7.968 86.719 5.022 6.267 4.704 7.5 5.778 9.229 NaN NaN NaN NaN NaN NaN NaN 15.933 90.089 NaN NaN 0.276 NaN
1504994400000 38.655 2.562 4.037 80.791 1.837 2.86 2.737 4.566 3.684 6.146 NaN NaN NaN NaN NaN NaN NaN 16.0 89.744 NaN NaN 0.257 NaN
1504998000000 34.108 2.786 4.406 55.324 2.783 3.717 3.146 5.382 3.613 6.111 NaN NaN NaN NaN NaN NaN NaN 16.0 90.348 NaN NaN 0.18 NaN
1505001600000 29.17 7.668 12.147 37.372 9.778 12.511 7.675 12.757 10.246 16.962 NaN NaN NaN NaN NaN NaN NaN 16.0 89.711 NaN NaN 0.124 NaN
1505005200000 26.703 8.156 13.152 34.058 11.311 13.8 8.377 14.185 11.103 18.813 NaN NaN NaN NaN NaN NaN NaN 16.0 88.289 NaN NaN 0.112 NaN
1505008800000 14.62 6.293 10.417 30.426 7.167 8.714 6.2 10.003 8.114 13.086 NaN NaN NaN NaN NaN NaN NaN 16.0 87.214 NaN NaN 0.101 NaN
1505012400000 7.362 5.129 8.603 26.047 5.622 6.911 4.973 8.227 6.566 10.858 NaN NaN NaN NaN NaN NaN NaN 15.956 88.0 NaN NaN 0.087 NaN
1505016000000 12.245 3.497 6.107 36.395 2.444 3.311 3.035 5.105 3.981 6.702 NaN NaN NaN NaN NaN NaN NaN 15.0 87.422 NaN NaN 0.12 NaN
1505019600000 16.61 2.396 4.377 44.785 1.089 1.422 1.794 2.924 2.628 4.336 NaN NaN NaN NaN NaN NaN NaN 15.0 85.689 NaN NaN 0.147 NaN
1505023200000 20.43 2.122 3.976 56.491 0.422 0.689 1.388 2.49 2.63 4.72 NaN NaN NaN NaN NaN NaN NaN 15.0 84.289 NaN NaN 0.183 NaN
1505026800000 16.92 2.549 4.806 58.141 0.889 1.133 1.662 2.361 3.226 4.58 NaN NaN NaN NaN NaN NaN NaN 15.711 82.044 NaN NaN 0.19 NaN
1505030400000 17.82 2.809 5.342 58.547 1.044 1.289 2.024 2.804 5.68 7.793 NaN NaN NaN NaN NaN NaN NaN 16.267 77.111 NaN NaN 0.19 NaN
1505034000000 28.267 3.136 6.104 62.761 1.644 2.089 2.225 3.596 5.501 8.885 NaN NaN NaN NaN NaN NaN NaN 17.267 70.8 NaN NaN 0.202 NaN
1505037600000 28.19 2.896 10.345 51.995 1.25 1.727 2.07 3.252 5.056 7.943 NaN NaN NaN NaN NaN NaN NaN 18.0 66.341 NaN NaN 0.17 NaN
1505041200000 32.617 2.838 10.338 43.345 1.0 1.311 1.811 2.887 5.907 9.483 NaN NaN NaN NaN NaN NaN NaN 18.689 60.933 NaN NaN 0.143 NaN
1505044800000 31.902 2.82 9.52 46.643 1.311 2.0 2.051 3.826 6.469 12.062 NaN NaN NaN NaN NaN NaN NaN 19.289 56.667 NaN NaN 0.153 NaN
1505048400000 43.315 2.916 8.931 46.863 1.283 1.957 2.058 3.768 6.404 11.755 NaN NaN NaN NaN NaN NaN NaN 19.391 55.87 NaN NaN 0.152 NaN
1505052000000 36.657 2.73 8.413 40.423 1.089 1.578 1.925 3.243 6.08 10.236 NaN NaN NaN NaN NaN NaN NaN 19.0 57.244 NaN NaN 0.134 NaN
1505055600000 44.992 3.219 9.417 50.446 2.111 2.267 2.749 3.717 8.525 11.518 NaN NaN NaN NaN NaN NaN NaN 19.289 56.111 NaN NaN 0.164 NaN
1505059200000 52.11 3.781 11.377 72.103 2.733 3.356 3.123 5.248 9.854 16.545 NaN NaN NaN NaN NaN NaN NaN 18.911 56.778 NaN NaN 0.229 NaN
1505062800000 39.955 3.499 9.362 63.444 3.533 4.111 3.402 5.606 10.834 18.106 NaN NaN NaN NaN NaN NaN NaN 17.644 62.711 NaN NaN 0.203 NaN
1505066400000 35.875 3.316 7.438 46.933 1.689 2.067 2.592 3.452 6.578 8.78 NaN NaN NaN NaN NaN NaN NaN 15.911 72.733 NaN NaN 0.154 NaN
1505070000000 24.148 2.141 3.996 22.572 0.523 0.886 1.504 2.522 3.906 6.55 NaN NaN NaN NaN NaN NaN NaN 15.0 74.25 NaN NaN 0.075 NaN
1505073600000 26.625 2.215 4.165 22.559 0.886 1.159 1.665 2.573 4.466 6.898 NaN NaN NaN NaN NaN NaN NaN 14.159 75.341 NaN NaN 0.075 NaN
1505077200000 25.523 3.092 6.114 50.504 1.152 1.543 1.906 2.958 4.709 7.288 NaN NaN NaN NaN NaN NaN NaN 13.674 79.717 NaN NaN 0.163 NaN
1505080800000 24.188 3.604 7.15 75.234 1.378 1.844 2.371 3.339 4.44 6.254 NaN NaN NaN NaN NaN NaN NaN 13.0 83.178 NaN NaN 0.241 NaN
1505084400000 14.082 3.63 7.154 57.627 1.622 2.511 2.574 4.699 4.882 8.906 NaN NaN NaN NaN NaN NaN NaN 13.0 84.267 NaN NaN 0.187 NaN
1505088000000 7.29 3.171 6.112 35.782 1.682 2.182 2.504 3.824 4.755 7.261 NaN NaN NaN NaN NaN NaN NaN 13.0 84.409 NaN NaN 0.119 NaN
1505091600000 5.576 3.098 6.03 34.345 1.783 2.174 2.46 3.67 4.683 6.982 NaN NaN NaN NaN NaN NaN NaN 13.0 84.63 NaN NaN 0.114 NaN
1505095200000 9.725 3.176 6.196 51.364 1.644 2.511 2.493 4.59 4.264 7.95 NaN NaN NaN NaN NaN NaN NaN 12.489 85.2 NaN NaN 0.168 NaN
1505098800000 22.142 3.609 7.077 90.715 2.0 2.773 2.837 4.349 5.302 8.149 NaN NaN NaN NaN NaN NaN NaN 12.864 84.614 NaN NaN 0.285 NaN
1505102400000 33.828 4.05 7.972 165.488 2.975 3.75 3.228 5.496 6.171 10.51 NaN NaN NaN NaN NaN NaN NaN 13.0 84.975 NaN NaN 0.5 NaN
1505106000000 51.977 5.124 10.204 202.616 4.326 5.13 4.305 6.567 8.158 12.438 NaN NaN NaN NaN NaN NaN NaN 13.022 84.239 NaN NaN 0.597 NaN
1505109600000 77.677 6.212 12.543 206.899 4.705 5.886 4.432 6.852 10.327 16.096 NaN NaN NaN NaN NaN NaN NaN 14.364 80.659 NaN NaN 0.613 NaN
1505113200000 73.05 6.014 12.092 190.758 4.73 5.649 4.512 6.703 11.759 17.501 NaN NaN NaN NaN NaN NaN NaN 16.676 72.757 NaN NaN 0.568 NaN
1505116800000 NaN NaN NaN 140.288 4.533 5.556 4.534 6.551 11.441 16.396 NaN NaN NaN NaN NaN NaN NaN 17.489 69.956 NaN NaN 0.429 NaN
1505120400000 NaN NaN NaN 72.49 5.196 6.239 4.901 7.952 17.075 27.708 NaN NaN NaN NaN NaN NaN NaN 19.0 63.326 NaN NaN 0.23 NaN
1505124000000 NaN NaN NaN 54.577 5.044 5.578 4.822 6.865 16.056 22.856 NaN NaN NaN NaN NaN NaN NaN 19.889 60.556 NaN NaN 0.177 NaN
1505127600000 NaN NaN NaN 52.12 4.909 6.091 4.912 7.662 15.486 24.133 NaN NaN NaN NaN NaN NaN NaN 20.682 56.955 NaN NaN 0.17 NaN
1505131200000 NaN NaN NaN 39.046 4.8 6.067 5.066 7.755 15.6 23.895 NaN NaN NaN NaN NaN NaN NaN 20.8 53.667 NaN NaN 0.129 NaN
1505134800000 NaN NaN NaN 41.901 5.5 7.043 5.528 8.947 17.084 27.634 NaN NaN NaN NaN NaN NaN NaN 20.109 55.239 NaN NaN 0.138 NaN
1505138400000 NaN NaN NaN 46.073 5.227 5.682 5.068 7.02 15.41 21.349 NaN NaN NaN NaN NaN NaN NaN 20.045 52.886 NaN NaN 0.15 NaN
1505142000000 NaN NaN NaN 50.368 4.739 5.761 4.701 7.2 14.602 22.353 NaN NaN NaN NaN NaN NaN NaN 20.0 54.326 NaN NaN 0.164 NaN
1505145600000 NaN 5.128 15.287 51.363 4.682 5.864 4.831 7.388 15.047 23.009 NaN NaN NaN NaN NaN NaN NaN 19.864 56.568 NaN NaN 0.167 NaN
1505149200000 NaN 5.402 14.36 35.186 5.4 6.444 5.208 7.628 17.161 25.156 NaN NaN NaN NaN NaN NaN NaN 18.644 59.911 NaN NaN 0.117 NaN
1505152800000 25.328 7.467 17.77 38.379 7.761 9.109 6.627 9.731 18.755 27.123 NaN NaN NaN NaN NaN NaN NaN 18.0 66.739 NaN NaN 0.126 NaN
1505156400000 42.633 9.013 16.402 35.734 9.977 12.114 7.707 11.859 19.591 30.157 19124.98 14.419 17.023 9.075 13.099 22.207 32.104 17.364 72.614 16.651 70.07 0.118 0.0
1505160000000 30.375 9.644 16.742 23.829 11.511 13.733 8.222 14.272 23.37 40.603 19124.98 14.788 17.904 8.357 13.384 22.808 36.525 17.0 76.244 16.0 75.346 0.08 0.0
1505163600000 29.5 8.719 14.765 21.727 9.921 12.5 7.543 12.543 20.32 33.913 19124.98 12.915 14.766 7.727 11.538 21.095 31.485 17.0 75.158 16.0 75.468 0.073 0.0
1505167200000 16.578 8.709 14.383 18.121 9.911 12.178 7.454 11.998 20.953 33.654 19124.98 13.392 16.196 7.512 11.925 21.706 34.476 16.644 76.444 15.961 77.02 0.061 0.0
1505170800000 19.64 9.372 15.412 22.899 11.256 13.872 8.28 13.523 20.277 32.478 19124.98 13.696 17.5 7.74 13.921 17.264 31.522 16.0 80.462 15.0 80.696 0.077 0.0
1505174400000 12.348 9.894 15.838 22.43 12.289 15.356 8.614 15.901 11.781 21.651 19124.98 14.596 18.769 7.989 14.83 12.147 22.403 15.2 87.111 14.288 85.212 0.077 0.0
1505178000000 7.351 9.53 15.078 21.415 11.227 14.0 8.312 13.344 10.973 17.616 19124.98 14.635 18.0 7.864 12.913 11.052 18.274 15.0 88.023 14.0 85.942 0.072 0.0
1505181600000 9.695 9.841 15.887 22.603 12.087 14.957 8.377 14.506 11.006 19.051 19124.98 14.17 17.679 7.85 13.101 10.273 17.137 15.0 87.587 14.0 87.264 0.077 0.0
1505185200000 28.142 8.535 13.783 28.616 9.867 13.178 7.414 13.437 9.74 17.656 19124.98 12.792 15.849 7.351 12.054 9.752 16.0 15.0 87.578 14.0 88.434 0.096 0.0
1505188800000 36.208 6.745 10.62 37.998 8.378 10.533 6.399 11.293 8.517 15.033 19124.98 10.288 13.423 6.32 10.858 5.361 9.07 15.0 88.756 14.0 91.231 0.126 0.0
1505192400000 65.53 6.322 10.446 104.525 7.533 9.067 6.205 9.566 6.857 10.638 19124.98 10.038 12.075 6.441 9.477 4.965 7.306 15.0 90.444 14.0 93.415 0.322 0.0
1505196000000 65.742 4.417 7.628 156.483 4.533 5.933 4.312 7.512 5.799 10.11 19124.98 5.981 7.327 4.515 6.749 3.465 5.183 15.0 89.644 14.0 93.038 0.475 0.0
1505199600000 76.297 4.901 8.733 239.146 5.133 6.222 4.816 7.236 7.409 11.006 19124.98 6.423 7.615 4.834 6.695 4.587 6.359 15.644 86.867 14.519 91.308 0.691 0.0
1505203200000 71.573 5.642 9.663 211.404 6.756 7.911 5.839 9.039 14.003 21.697 19124.98 7.635 9.404 5.262 8.054 8.724 13.141 17.289 81.178 15.846 86.135 0.619 0.0
1505206800000 59.01 6.406 11.5 173.03 6.444 8.244 5.688 9.533 15.639 26.307 19124.98 7.547 9.491 5.524 8.264 13.207 19.839 17.667 75.333 16.453 80.453 0.519 0.0
1505210400000 52.517 7.189 19.652 97.618 6.422 8.489 5.867 10.062 14.917 25.652 19124.98 7.904 9.865 5.625 8.859 15.152 23.936 18.511 69.489 17.038 75.019 0.307 0.0
1505214000000 53.265 7.128 24.613 90.04 6.022 7.156 5.332 8.559 18.432 29.558 19124.98 7.585 9.623 5.582 8.938 13.714 22.105 19.067 63.356 18.0 67.849 0.285 0.0
1505217600000 56.1 5.993 20.38 78.025 4.711 5.467 4.432 7.094 14.221 22.74 19124.98 5.415 6.17 4.503 6.33 15.13 21.309 20.0 58.311 18.868 61.132 0.25 0.0
1505221200000 75.418 5.701 20.54 115.179 4.791 5.953 4.735 7.859 14.932 24.78 19124.98 5.942 6.942 4.839 6.794 15.456 21.711 20.0 57.279 19.0 58.115 0.358 0.0
1505224800000 76.802 6.502 25.775 146.228 4.889 5.644 4.784 6.424 15.245 20.477 19124.98 7.0 8.094 5.524 7.396 17.722 23.729 20.0 57.911 19.0 58.34 0.444 0.0
1505228400000 69.668 5.191 19.19 103.817 4.2 5.4 4.366 7.001 14.019 22.487 19124.98 5.283 6.472 4.397 6.406 13.92 20.27 20.0 58.267 19.0 57.453 0.324 0.0
1505232000000 77.968 4.995 21.05 147.759 3.222 3.778 3.624 5.049 11.385 15.865 19124.98 3.725 4.49 3.594 5.065 11.239 15.836 19.667 57.022 18.824 56.804 0.448 0.0
1505235600000 66.49 4.69 19.35 98.752 2.6 3.267 3.258 5.194 10.714 17.085 19124.98 3.717 4.66 3.418 5.084 11.169 16.619 18.778 59.822 18.0 59.396 0.31 0.0
1505239200000 55.767 5.21 17.46 56.876 3.489 4.778 3.933 6.73 10.645 18.278 19124.98 4.774 6.057 3.836 6.096 10.649 16.641 17.667 65.933 17.038 66.0 0.184 0.0
1505242800000 33.3 5.335 17.407 34.868 4.333 5.444 4.286 7.029 10.496 17.206 19124.98 5.5 6.462 4.281 6.049 10.626 15.037 17.0 70.133 16.154 71.058 0.115 0.0
1505246400000 38.405 6.486 13.56 37.391 3.622 4.578 3.815 6.45 9.785 16.545 19124.98 4.904 6.5 3.984 6.078 10.651 16.245 16.133 73.289 15.442 74.75 0.124 0.0
1505250000000 31.683 5.462 10.87 45.113 3.711 4.644 3.814 6.341 9.91 16.476 19124.98 5.148 6.444 4.101 6.297 11.797 18.115 16.0 74.244 15.0 76.704 0.148 0.0
